Date,Open,High,Low,Close,Adj Close,Volume
2016-09-29,330.0,333.899994,295.149994,297.549988,289.157318,89058658
2016-09-30,297.399994,312.399994,293.049988,310.25,301.499054,12045593
2016-10-03,312.899994,313.75,307.299988,309.700012,300.9646,3169557
2016-10-04,308.950012,309.549988,303.5,304.25,295.668335,3173993
2016-10-05,305.0,315.0,304.100006,313.75,304.90033,5485589
2016-10-06,314.850006,322.799988,314.0,316.549988,307.621368,5753209
2016-10-07,318.0,319.700012,315.450012,317.25,308.301605,1009789
2016-10-10,319.100006,326.950012,318.100006,324.600006,315.444336,3482805
2016-10-13,322.0,328.700012,315.75,317.549988,308.59317,3088238
2016-10-14,319.700012,328.75,319.149994,327.350006,318.11673,2771778
2016-10-17,328.0,331.700012,324.200012,327.600006,318.359711,2153353
2016-10-18,329.200012,333.0,328.450012,330.899994,321.566589,2774228
2016-10-19,331.600006,332.450012,324.0,324.899994,315.73584,1227049
2016-10-20,325.899994,329.399994,322.549988,324.0,314.861206,946203
2016-10-21,324.850006,329.399994,323.049988,326.850006,317.630859,1122150
2016-10-24,327.850006,329.850006,323.100006,323.899994,314.764069,684940
2016-10-25,324.399994,328.0,323.149994,324.149994,315.007019,964425
2016-10-26,323.950012,325.399994,319.299988,320.399994,311.362823,940792
2016-10-27,320.049988,320.049988,312.299988,314.100006,305.240479,1243528
2016-10-28,313.0,314.350006,307.0,308.600006,299.895599,1188812
2016-11-01,312.899994,315.450012,310.049988,311.299988,302.51947,1028849
2016-11-02,310.0,310.600006,305.049988,305.75,297.747681,881783
2016-11-03,305.049988,307.799988,301.600006,304.049988,296.092224,1243070
2016-11-04,304.950012,305.950012,302.5,303.399994,295.459198,1157870
2016-11-07,305.799988,307.899994,302.649994,304.899994,296.919922,1228091
2016-11-08,306.0,306.950012,302.700012,303.5,295.55658,412371
2016-11-09,290.0,300.75,271.0,298.049988,290.249237,2590826
2016-11-10,302.950012,314.899994,301.0,313.700012,305.489685,2123137
2016-11-11,309.700012,309.700012,302.549988,304.850006,296.871216,1313176
2016-11-15,304.850006,305.0,295.0,297.200012,289.421509,1591246
2016-11-16,303.0,304.25,298.0,299.299988,291.466492,1270188
2016-11-17,300.0,302.5,293.0,293.5,285.818268,1051062
2016-11-18,294.75,295.600006,284.5,285.450012,277.979034,899512
2016-11-21,288.0,288.0,282.200012,284.149994,276.713043,1285263
2016-11-22,285.399994,290.899994,281.200012,289.049988,281.484802,1209797
2016-11-23,290.0,297.0,288.299988,294.899994,287.181641,504169
2016-11-24,295.100006,296.0,291.299988,295.049988,287.327789,378291
2016-11-25,296.0,307.899994,295.5,303.549988,295.605286,827475
2016-11-28,303.899994,309.0,303.100006,308.299988,300.230957,545827
2016-11-29,308.899994,314.899994,308.200012,314.100006,305.87915,923896
2016-11-30,314.950012,314.950012,308.25,309.75,301.643005,527033
2016-12-01,309.100006,310.0,303.350006,304.049988,296.092224,398945
2016-12-02,303.100006,303.149994,298.049988,298.649994,290.833527,530891
2016-12-05,298.0,298.549988,292.600006,293.5,285.818268,2962323
2016-12-06,293.5,296.899994,292.25,293.5,285.818268,286857
2016-12-07,294.5,295.5,292.0,292.649994,284.99057,287566
2016-12-08,293.75,298.450012,293.549988,297.049988,289.275421,384455
2016-12-09,297.700012,299.549988,293.549988,294.950012,287.230377,490921
2016-12-12,295.0,300.299988,294.5,298.899994,291.076965,1858187
2016-12-13,298.799988,298.899994,295.450012,298.149994,290.346619,448043
2016-12-14,296.700012,302.299988,296.0,297.200012,289.421509,828122
2016-12-15,296.0,311.899994,295.0,310.649994,302.51944,2601377
2016-12-16,309.950012,312.0,305.700012,310.549988,302.422028,1466142
2016-12-19,310.0,317.950012,308.0,315.5,307.242554,3045917
2016-12-20,313.799988,319.899994,312.5,318.25,309.920532,1832659
2016-12-21,318.700012,319.950012,314.0,316.200012,307.924255,717254
2016-12-22,317.0,317.0,305.100006,307.149994,299.111053,467785
2016-12-23,304.100006,306.950012,300.0,300.649994,292.781158,461339
2016-12-26,299.0,300.5,294.549988,295.049988,287.327789,483325
2016-12-27,294.149994,297.5,294.100006,295.450012,287.717285,403888
2016-12-28,299.75,299.75,294.549988,295.100006,287.376404,490137
2016-12-29,295.299988,301.700012,295.299988,300.100006,292.245605,463260
2016-12-30,300.950012,306.0,300.100006,302.25,294.339325,515022
2017-01-02,301.200012,307.899994,301.200012,307.100006,299.062378,336913
2017-01-03,308.600006,313.75,308.0,313.049988,304.856628,675149
2017-01-04,314.649994,321.0,313.5,319.700012,311.332642,1583760
2017-01-05,320.950012,328.700012,320.299988,326.75,318.19809,1993192
2017-01-06,327.950012,338.0,326.649994,331.0,322.336823,4655888
2017-01-09,331.0,333.25,326.100006,329.049988,320.437836,787856
2017-01-10,330.0,336.5,329.399994,335.549988,326.767731,1660190
2017-01-11,337.0,338.700012,334.25,337.799988,328.958862,1609150
2017-01-12,337.799988,338.25,330.649994,334.549988,325.793945,537489
2017-01-13,334.600006,336.399994,330.950012,331.899994,323.213287,360639
2017-01-16,330.100006,334.0,330.0,331.149994,322.48291,495389
2017-01-17,332.0,335.649994,330.100006,331.700012,323.018494,548693
2017-01-18,334.850006,343.0,332.700012,340.0,331.101288,3153477
2017-01-19,340.799988,351.5,339.25,349.75,340.59613,5040128
