Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,661.0,755.0,656.0,681.400024,680.13501,60887005
2020-03-17,691.0,747.950012,689.0,730.900024,729.543091,15145135
2020-03-18,752.099976,769.0,680.0,689.200012,687.920532,8949832
2020-03-19,660.0,717.0,650.0,692.049988,690.765198,6432046
2020-03-20,706.25,730.0,690.25,724.5,723.154968,6492226
2020-03-23,659.0,698.0,580.0,582.400024,581.318787,6260086
2020-03-24,620.0,623.950012,575.049988,613.700012,612.560669,4019306
2020-03-25,601.0,648.900024,591.400024,624.950012,623.789795,3487615
2020-03-26,634.0,693.799988,621.450012,650.950012,649.741516,4360453
2020-03-27,675.0,690.0,650.0,655.900024,654.682312,3114532
2020-03-30,640.0,642.700012,607.0,615.349976,614.207581,1791851
2020-03-31,635.0,638.0,608.549988,618.650024,617.501526,2334476
2020-04-01,624.0,624.0,601.25,608.049988,606.921143,1500748
2020-04-03,613.799988,614.700012,588.0,590.25,589.154175,1693653
2020-04-07,605.0,611.0,582.0,586.049988,584.961975,3137346
2020-04-08,584.799988,598.400024,576.0,579.5,578.424133,3090942
2020-04-09,585.049988,614.25,575.0,595.200012,594.095032,6139508
2020-04-13,580.0,581.5,501.100006,505.5,504.561523,22872176
2020-04-15,510.0,524.450012,502.0,504.649994,503.713104,8436630
2020-04-16,505.0,537.200012,501.0,532.099976,531.112122,8012039
2020-04-17,546.0,548.799988,523.0,530.5,529.515137,6749997
2020-04-20,534.75,548.900024,528.5,540.099976,539.09729,5766094
2020-04-21,528.900024,534.900024,518.0,525.900024,524.923706,3249266
2020-04-22,527.0,535.700012,520.099976,532.400024,531.411621,2719250
2020-04-23,539.0,574.0,535.0,560.950012,559.90863,4983300
2020-04-24,557.700012,596.450012,552.099976,557.849976,556.814331,7823763
2020-04-27,563.700012,575.0,542.849976,552.700012,551.67395,3304382
2020-04-28,556.0,562.450012,547.450012,550.900024,549.877258,1975797
2020-04-29,555.400024,584.0,548.400024,577.5,576.427856,6121254
2020-04-30,591.0,604.900024,585.0,599.150024,598.03772,6038250
2020-05-04,566.200012,578.0,566.200012,568.450012,567.394653,2066273
2020-05-05,577.75,584.299988,550.599976,553.0,551.973328,2247743
2020-05-06,557.0,569.0,542.0,565.650024,564.599915,2355709
2020-05-07,563.0,579.0,558.900024,574.450012,573.383545,2201860
2020-05-08,585.0,586.0,548.599976,561.950012,560.906738,5124992
2020-05-11,552.0,561.0,543.0,548.5,547.481689,2746613
2020-05-12,542.0,548.349976,530.200012,543.099976,542.091736,2114725
2020-05-13,570.0,570.549988,545.25,548.299988,547.282043,2376104
2020-05-14,543.0,545.75,537.099976,538.650024,537.650024,1456710
2020-05-15,542.0,544.0,535.25,539.450012,539.450012,1044610
2020-05-18,540.0,540.0,526.0,528.900024,528.900024,1212869
2020-05-19,535.0,540.0,529.150024,537.650024,537.650024,1329747
2020-05-20,537.0,548.0,534.599976,536.75,536.75,1142401
2020-05-21,539.400024,546.799988,536.150024,542.349976,542.349976,1181440
2020-05-22,541.400024,546.299988,495.0,509.549988,509.549988,5257005
2020-05-26,515.0,518.0,496.5,498.75,498.75,4517594
2020-05-27,501.600006,521.099976,496.0,517.450012,517.450012,3008219
2020-05-28,520.0,537.75,518.150024,532.299988,532.299988,2381056
2020-05-29,528.0,541.650024,524.200012,538.849976,538.849976,1540576
2020-06-01,544.0,557.400024,544.0,547.799988,547.799988,1938989
2020-06-02,554.5,573.0,552.75,570.049988,570.049988,2740833
2020-06-03,578.0,626.0,577.0,611.299988,611.299988,9382240
2020-06-04,615.0,634.700012,607.0,612.400024,612.400024,4581283
2020-06-05,618.0,632.0,615.049988,626.0,626.0,2893988
2020-06-08,634.900024,639.5,611.200012,614.849976,614.849976,2619002
2020-06-09,618.0,626.75,607.200012,611.650024,611.650024,2338078
2020-06-10,612.0,618.0,593.549988,598.400024,598.400024,2051355
2020-06-11,595.450012,608.700012,590.0,591.049988,591.049988,1353850
2020-06-12,552.5,594.5,552.5,590.450012,590.450012,2363435
2020-06-15,585.0,599.0,583.349976,592.549988,592.549988,1081666
2020-06-16,602.450012,609.5,577.0,585.75,585.75,1533797
2020-06-17,580.0,584.900024,575.049988,579.5,579.5,1143106
2020-06-18,578.0,590.450012,577.200012,587.900024,587.900024,1240429
2020-06-19,592.700012,622.700012,587.099976,616.950012,616.950012,4045585
2020-06-22,622.75,668.75,620.400024,657.900024,657.900024,6535761
2020-06-23,664.950012,687.0,663.0,679.950012,679.950012,3797034
2020-06-24,684.75,695.5,661.0,664.450012,664.450012,3224392
2020-06-25,650.0,668.0,646.900024,654.099976,654.099976,1614042
2020-06-26,657.849976,663.5,648.200012,652.150024,652.150024,1001664
2020-06-29,645.0,647.900024,629.650024,636.549988,636.549988,1137562
2020-06-30,640.0,647.950012,627.400024,630.25,630.25,1499574
2020-07-01,634.650024,653.75,626.349976,649.650024,649.650024,1343198
2020-07-02,654.0,658.5,641.0,654.200012,654.200012,1395016
2020-07-03,661.349976,677.049988,654.200012,674.849976,674.849976,2461518
2020-07-06,678.900024,704.900024,677.0,698.799988,698.799988,2844630
2020-07-07,705.0,726.0,698.200012,703.849976,703.849976,4554530
2020-07-08,710.0,721.0,691.049988,695.450012,695.450012,2209024
2020-07-09,702.0,704.849976,693.200012,698.150024,698.150024,1549853
2020-07-10,693.549988,710.0,690.099976,703.150024,703.150024,1952538
2020-07-13,706.0,708.450012,693.099976,698.200012,698.200012,1082191
2020-07-14,692.0,695.450012,685.0,691.349976,691.349976,1399402
2020-07-15,695.0,704.900024,690.75,692.200012,692.200012,1068015
2020-07-16,696.0,723.299988,685.700012,719.900024,719.900024,3365778
2020-07-17,722.0,760.0,720.049988,755.950012,755.950012,6690584
2020-07-20,756.299988,768.799988,731.349976,751.0,751.0,6764802
2020-07-21,785.0,798.450012,765.700012,777.099976,777.099976,10761840
2020-07-22,778.0,781.849976,750.0,754.200012,754.200012,3466851
2020-07-23,753.0,766.0,741.099976,744.049988,744.049988,2255744
2020-07-24,740.0,751.0,735.0,740.799988,740.799988,1742826
2020-07-27,745.0,763.450012,735.0,750.650024,750.650024,2848458
2020-07-28,754.950012,758.099976,748.349976,752.400024,752.400024,1068617
2020-07-29,754.950012,759.900024,737.099976,745.75,745.75,1556190
2020-07-30,746.099976,749.5,729.0,735.900024,735.900024,1740476
2020-07-31,734.0,738.400024,725.049988,726.849976,726.849976,1012433
2020-08-03,726.849976,743.150024,720.900024,730.849976,730.849976,855330
2020-08-04,734.450012,760.900024,732.25,757.0,757.0,1885996
2020-08-05,762.900024,769.900024,751.0,758.849976,758.849976,1308362
2020-08-06,762.0,764.450012,753.0,758.549988,758.549988,867916
2020-08-07,757.5,765.0,753.0,757.950012,757.950012,913957
2020-08-10,758.549988,769.0,755.099976,761.599976,761.599976,1225839
2020-08-11,765.75,790.900024,761.0,780.349976,780.349976,3956485
2020-08-12,779.200012,807.700012,777.0,791.349976,791.349976,5418744
2020-08-13,795.75,810.0,788.799988,792.299988,792.299988,2719223
2020-08-14,794.0,798.75,753.049988,779.799988,779.799988,2224949
2020-08-17,781.75,809.0,770.099976,803.099976,803.099976,2205467
2020-08-18,804.400024,825.0,804.0,821.400024,821.400024,3763756
2020-08-19,826.700012,836.700012,820.0,824.349976,824.349976,2178064
2020-08-20,818.400024,818.549988,807.0,808.5,808.5,1742877
2020-08-21,815.349976,834.849976,815.0,830.049988,830.049988,1674525
2020-08-24,835.0,841.0,825.75,836.450012,836.450012,1772023
2020-08-25,840.0,841.400024,822.0,827.299988,827.299988,1117728
2020-08-26,828.349976,835.799988,821.099976,827.349976,827.349976,926127
2020-08-27,828.650024,831.799988,811.099976,819.700012,819.700012,1411422
2020-08-28,824.0,846.0,823.549988,838.900024,838.900024,2308536
2020-08-31,845.0,848.700012,786.099976,807.799988,807.799988,3393543
2020-09-01,804.099976,820.849976,796.299988,806.700012,806.700012,1456956
2020-09-02,802.0,819.0,801.900024,814.099976,814.099976,864094
2020-09-03,815.0,835.0,814.950012,827.799988,827.799988,1202041
2020-09-04,811.0,827.5,810.0,816.450012,816.450012,895542
2020-09-07,820.0,823.650024,805.0,808.700012,808.700012,836290
2020-09-08,811.0,824.599976,807.150024,818.900024,818.900024,1527365
2020-09-09,812.049988,813.950012,805.0,809.150024,809.150024,801690
2020-09-10,814.0,826.0,812.049988,819.950012,819.950012,1336600
2020-09-11,819.0,855.799988,819.0,849.400024,849.400024,2721924
2020-09-14,858.0,868.0,842.700012,855.849976,855.849976,2306713
2020-09-15,859.0,865.5,856.5,858.599976,858.599976,1049675
2020-09-16,863.549988,865.0,850.0,851.549988,851.549988,1082637
2020-09-17,846.900024,858.0,844.0,851.049988,851.049988,706303
2020-09-18,856.0,863.799988,826.549988,849.400024,849.400024,8126281
2020-09-21,855.0,857.0,811.0,818.150024,818.150024,1464193
2020-09-22,820.0,828.0,774.049988,813.0,813.0,1361203
2020-09-23,819.0,826.700012,811.150024,821.049988,821.049988,1051814
2020-09-24,811.299988,820.799988,805.0,816.099976,816.099976,1161115
2020-09-25,813.099976,824.25,806.900024,812.049988,812.049988,761947
2020-09-28,818.75,848.5,813.299988,841.400024,841.400024,1055580
2020-09-29,845.099976,854.849976,830.650024,849.700012,849.700012,1322936
2020-09-30,849.799988,851.0,842.0,847.599976,847.599976,796450
2020-10-01,858.0,858.0,833.700012,838.900024,838.900024,746193
2020-10-05,839.0,848.450012,838.0,845.849976,845.849976,864631
2020-10-06,849.450012,850.0,838.450012,842.150024,842.150024,796635
2020-10-07,845.0,848.0,833.0,843.5,843.5,834051
2020-10-08,848.0,852.75,841.299988,847.299988,847.299988,777027
2020-10-09,850.0,852.799988,841.0,850.650024,850.650024,900501
2020-10-12,850.099976,855.0,839.0,845.049988,845.049988,672680
2020-10-13,843.099976,861.099976,840.099976,856.349976,856.349976,1367182
2020-10-14,860.0,895.5,860.0,892.150024,892.150024,5345898
2020-10-15,892.25,918.75,887.75,900.200012,900.200012,3799142
2020-10-16,897.900024,904.400024,876.0,879.599976,879.599976,1568229
2020-10-19,884.349976,888.799988,875.299988,883.200012,883.200012,895259
2020-10-20,883.950012,901.799988,873.0,898.299988,898.299988,1284930
2020-10-21,901.0,908.75,878.0,895.299988,895.299988,960802
2020-10-22,899.0,902.0,828.0,851.900024,851.900024,2426257
2020-10-23,790.0,827.849976,766.099976,807.25,807.25,11939166
2020-10-26,807.150024,818.0,790.0,793.950012,793.950012,2209502
